trans_id	bundle_id	chr	left	right	FPKM_1	FPKM_2	FPKM_1/FPKM_2	FMI	frac	FPKM_conf_lo	FPKM_conf_hi	coverage	length	Contig	Contig_length	Accession1	Description1	eval1	Accession2	Description2	eval2
CUFF.4953.1	9721.00	NODE_5791_length_154_cov_41.577923	0.00	220.00	704.85			1.00	1.00	650.63	759.07	233.48	220.00	NODE_5791_length_154_cov_41.577923	220.00	gb|BT094492.1|	Soybean clone JCVI-FLGm-18B12 unknown mRNA.	7.0e-61	emb|AJ276267.1|	Cicer arietinum mRNA for putative PTS protein (ORF1), clone CanPts.	2.0e-52
CUFF.4955.1	9723.00	NODE_5808_length_76_cov_72.973686	0.00	142.00	915.94			1.00	1.00	839.01	992.88	303.34	142.00	NODE_5808_length_76_cov_72.973686	142.00	gb|DQ122784.1|	Medicago sativa clone C43 putative splicing factor Prp8 mRNA, partial cds.	2.0e-41	gb|AC153129.20|	Medicago truncatula chromosome 8 clone mth2-103o2, complete sequence.	2.0e-41
CUFF.4957.1	9719.00	NODE_5790_length_316_cov_57.256329	2.00	382.00	1220.60			1.00	1.00	1166.31	1274.89	404.33	380.00	NODE_5790_length_316_cov_57.256329	382.00	dbj|AK286998.1|	Glycine max cDNA, clone: GMFL01-41-K17.	1.0e-17	ref|XM_002279902.1|	PREDICTED: Vitis vinifera hypothetical protein LOC100263709 (LOC100263709), mRNA.	4.0e-11
CUFF.4959.1	9727.00	NODE_581_length_247_cov_17.971661	0.00	313.00	397.22	52.19	7.61	1.00	1.00	363.09	431.34	131.52	313.00	NODE_581_length_247_cov_17.971661	313.00	dbj|AK286184.1|	Glycine max cDNA, clone: GMFL01-23-H10.	7.0e-65	dbj|AP010387.1|	Lotus japonicus genomic DNA, chromosome 4, clone: LjT02L05, TM1846, complete sequence.	1.0e-57
CUFF.496.1	4095.00	NODE_1366_length_188_cov_58.755318	0.00	254.00	1077.41			1.00	1.00	1015.03	1139.80	356.89	254.00	NODE_1366_length_188_cov_58.755318	254.00	gb|AC137825.26|	Medicago truncatula clone mth2-23j1, complete sequence.	3.0e-69	dbj|AP009710.1|	Lotus japonicus genomic DNA, chromosome 3, clone: LjT23H01, TM1768, complete sequence.	1.0e-59
CUFF.4961.1	9725.00	NODE_580_length_582_cov_45.018902	0.00	648.00	1032.97			1.00	1.00	994.72	1071.21	342.19	648.00	NODE_580_length_582_cov_45.018902	648.00	dbj|AK244365.1|	Glycine max cDNA, clone: GMFL01-02-N02.	0.00	gb|AF196286.1|AF196286	Medicago sativa subsp. x varia Ser/Thr specific protein phosphatase 2A A regulatory subunit alpha isoform mRNA, complete cds.	0.00
CUFF.4963.1	9729.00	NODE_583_length_496_cov_94.590729	0.00	562.00	2164.11	6.00	360.20	1.00	1.00	2104.67	2223.55	716.92	562.00	NODE_583_length_496_cov_94.590729	562.00	gb|AC123547.15|	Medicago truncatula clone mth2-26n6, complete sequence.	4.0e-09	ref|XM_002534556.1|	Ricinus communis conserved hypothetical protein, mRNA.	1.0e-05
CUFF.4965.1	9733.00	NODE_584_length_490_cov_84.114288	0.00	442.00	2400.82	8.06	297.58	1.00	1.00	2330.22	2471.42	795.34	442.00	NODE_584_length_490_cov_84.114288	556.00	gb|DQ226511.1|	Morus indica chloroplast, complete genome.	5.0e-67	gb|GQ998448.1|	Liquidambar styraciflua voucher FLAS:M.J. Moore 307 NADH-plastoquinone oxidoreductase subunit 1 protein (ndhA) gene, complete cds; chloroplast.	3.0e-56
CUFF.4967.1	9735.00	NODE_5853_length_166_cov_29.385542	0.00	232.00	524.03	7.63	68.66	1.00	1.00	478.51	569.56	173.53	232.00	NODE_5853_length_166_cov_29.385542	232.00	gb|AF010186.1|AF010186	Glycine max metallothionein-II protein (PGMPM19) mRNA, complete cds.	9.0e-08	gb|DQ665258.1|	Arachis hypogaea type 4 metallothionein (MT4a) mRNA, complete cds.	1.0e-06
CUFF.4969.1	9737.00	NODE_5867_length_162_cov_41.617283	0.00	228.00	720.36			1.00	1.00	666.52	774.21	238.64	228.00	NODE_5867_length_162_cov_41.617283	228.00	gb|AC144538.23|	Medicago truncatula clone mth2-31l21, complete sequence.	3.0e-63	ref|XM_002270502.1|	PREDICTED: Vitis vinifera hypothetical protein LOC100251243 (LOC100251243), mRNA.	2.0e-48
CUFF.4971.1	9739.00	NODE_5872_length_332_cov_33.605423	0.00	398.00	745.80			1.00	1.00	704.34	787.27	247.07	398.00	NODE_5872_length_332_cov_33.605423	398.00	gb|BT053161.1|	Medicago truncatula clone MTYFL_FM_FN_FO1G-G-14 unknown mRNA.	2.0e-04	dbj|AP009701.1|	Lotus japonicus genomic DNA, clone: LjT31G10, TM1742, complete sequence.	6.0e-04
CUFF.4973.1	9741.00	NODE_5873_length_232_cov_70.370689	0.00	298.00	1812.03			1.00	1.00	1737.34	1886.73	598.73	298.00	NODE_5873_length_232_cov_70.370689	298.00	gb|AC174352.7|	Medicago truncatula chromosome 8 clone mth2-7o1, complete sequence.	3.0e-91	gb|AY560003.1|	Medicago sativa S-adenosylmethionine synthase mRNA, complete cds.	3.0e-91
CUFF.4976.1	9745.00	NODE_5888_length_138_cov_124.384056	0.00	204.00	2051.02			1.00	1.00	1954.98	2147.07	679.42	204.00	NODE_5888_length_138_cov_124.384056	204.00	dbj|AK243721.1|	Glycine max cDNA, clone: GMFL01-01-B05.	5.0e-40	dbj|AP004895.1|	Lotus japonicus genomic DNA, chromosome 1, clone: LjT02D01, TM0039, complete sequence.	2.0e-36
CUFF.4978.1	9747.00	NODE_5889_length_377_cov_80.946953	0.00	406.00	1683.14	451.99	3.72	1.00	1.00	1621.46	1744.82	557.57	406.00	NODE_5889_length_377_cov_80.946953	443.00	gb|GQ407106.1|	Oryza officinalis chromosome 6 clone BAC a0152I16, complete sequence.	0.68	gb|AC137597.2|	Genomic sequence for Oryza sativa, Nipponbare strain, clone OSJNBa0022F22, from chromosome 3, complete sequence.	0.68
CUFF.498.1	4101.00	NODE_13709_length_173_cov_67.635841	0.00	239.00	973.23	711.52	1.36	1.00	1.00	912.10	1034.36	322.10	239.00	NODE_13709_length_173_cov_67.635841	239.00	gb|BT091377.1|	Soybean clone JCVI-FLGm-7H12 unknown mRNA.	3.0e-54	dbj|AK287102.1|	Glycine max cDNA, clone: GMFL01-44-C17.	7.0e-52
CUFF.4980.1	9749.00	NODE_588_length_68_cov_27.352942	0.00	134.00	936.24			1.00	1.00	856.17	1016.31	310.18	134.00	NODE_588_length_68_cov_27.352942	134.00	emb|AM697674.1|	Platynereis dumerilii mRNA for hypothetical protein (ORF1), isolate 2.	2.0e-41	emb|CU223764.1|	Populus EST from leave.	5.0e-39
CUFF.4982.1	9751.00	NODE_5893_length_414_cov_115.871979	0.00	480.00	2624.61	4.91	534.45	1.00	1.00	2553.78	2695.44	869.41	480.00	NODE_5893_length_414_cov_115.871979	480.00	gb|BT096769.1|	Soybean clone JCVI-FLGm-21M5 unknown mRNA.	1.0e-14	gb|AC183809.15|	Glycine tomentella clone gtt1-188p11, complete sequence.	2.0e-10
CUFF.4984.1	9753.00	NODE_5895_length_482_cov_13.221992	0.00	548.00	281.71			1.00	1.00	259.99	303.43	93.33	548.00	NODE_5895_length_482_cov_13.221992	548.00	ref|XM_002301595.1|	Populus trichocarpa predicted protein, mRNA.	9.0e-04	gb|AC146752.24|	Medicago truncatula clone mth2-62d4, complete sequence.	0.05
CUFF.4987.1	9757.00	NODE_589_length_526_cov_48.079849	0.00	592.00	1070.23			1.00	1.00	1029.50	1110.96	354.54	592.00	NODE_589_length_526_cov_48.079849	592.00	dbj|AP004538.1|	Lotus japonicus genomic DNA, chromosome 1, clone: LjT04C07, TM0098b, complete sequence.	5.0e-21	gb|AC141107.5|	Medicago truncatula clone mth2-34a12, complete sequence.	3.0e-13
CUFF.4989.1	9759.00	NODE_58_length_386_cov_41.852333	0.00	452.00	897.26	241.15	3.72	1.00	1.00	854.58	939.94	297.24	452.00	NODE_58_length_386_cov_41.852333	452.00	ref|XM_002303431.1|	Populus trichocarpa predicted protein, mRNA.	6.0e-60	ref|XM_002326275.1|	Populus trichocarpa predicted protein, mRNA.	6.0e-60
CUFF.4991.1	9761.00	NODE_590_length_157_cov_319.286621	0.00	223.00	5129.92			1.00	1.00	4984.63	5275.20	1699.41	223.00	NODE_590_length_157_cov_319.286621	223.00	gb|EU717241.1|	Lespedeza cuneata isolate 139 caseinolytic ATP-dependent protease (clpP) gene, partial sequence; chloroplast.	4.0e-47	gb|EU717240.1|	Lespedeza bicolor isolate 99 caseinolytic ATP-dependent protease (clpP) gene, partial sequence; chloroplast.	4.0e-47
CUFF.4993.1	9763.00	NODE_591_length_251_cov_115.653389	0.00	317.00	2224.44	4.03	551.43	1.00	1.00	2144.20	2304.68	736.87	317.00	NODE_591_length_251_cov_115.653389	317.00	gb|BT051738.1|	Medicago truncatula clone MTYF5_F6_F7_F81G-A-5 unknown mRNA.	1.0e-53	ref|XM_002269399.1|	PREDICTED: Vitis vinifera hypothetical protein LOC100249038 (LOC100249038), mRNA.	1.0e-29
CUFF.4995.1	9765.00	NODE_5922_length_447_cov_256.031311	0.00	513.00	1366.06	5300.13	0.25	1.00	1.00	1316.63	1415.49	452.54	513.00	NODE_5922_length_447_cov_256.031311	513.00	emb|AM235514.1|	Memecylon durum partial 18S rRNA gene, specimen voucher F. Rutschmann fru 35 (BRUN, Z).	0.00	gb|GU476472.1|	Sophora tetraptera isolate EE4_09B_SOPTET 18S ribosomal RNA gene, partial sequence.	0.00
CUFF.4997.1	9767.00	NODE_5923_length_487_cov_10.320329	1.00	553.00	249.75			1.00	1.00	229.37	270.12	82.72	552.00	NODE_5923_length_487_cov_10.320329	553.00	gb|AC146683.12|	Medicago truncatula clone mth2-179n10, complete sequence.	6.0e-08	ref|XM_002263907.1|	PREDICTED: Vitis vinifera hypothetical protein LOC100255444 (LOC100255444), mRNA.	2.0e-07
CUFF.5.1	3553.00	NODE_1001_length_191_cov_143.261780	2.00	257.00	1513.08	1976.61	0.76	1.00	1.00	1439.29	1586.87	501.20	255.00	NODE_1001_length_191_cov_143.261780	257.00	gb|BT051429.1|	Medicago truncatula clone MTYF1_F2_F3_F41G-P-13 unknown mRNA.	1.0e-38	ref|XM_002279914.1|	PREDICTED: Vitis vinifera hypothetical protein LOC100266287 (LOC100266287), mRNA.	2.0e-37
CUFF.50.1	3603.00	NODE_10312_length_67_cov_68.820892	0.00	133.00	731.29	161.26	4.53	1.00	1.00	660.26	802.32	242.24	133.00								
CUFF.500.1	4103.00	NODE_13710_length_138_cov_24.195652	0.00	204.00	417.17			1.00	1.00	373.85	460.49	138.20	204.00	NODE_13710_length_138_cov_24.195652	204.00	gb|CP001848.1|	Pirellula staleyi DSM 6068, complete genome.	0.29	gb|EZ063399.1|	TSA: Zea mays contig64521, mRNA sequence.	1.20
CUFF.5001.1	9773.00	NODE_5937_length_179_cov_80.536316	0.00	245.00	1464.36			1.00	1.00	1390.30	1538.41	485.00	245.00	NODE_5937_length_179_cov_80.536316	245.00	gb|FJ462142.1|	Glycine max DEAD-box RNA helicase (SLTI248) mRNA, complete cds.	2.0e-46	ref|XM_002274652.1|	PREDICTED: Vitis vinifera hypothetical protein LOC100247646 (LOC100247646), mRNA.	8.0e-30
CUFF.5003.1	9775.00	NODE_593_length_1018_cov_70.274063	0.00	1084.00	1580.76	95.61	16.53	1.00	1.00	1544.19	1617.34	523.66	1084.00	NODE_593_length_1018_cov_70.274063	1084.00	gb|BT096904.1|	Soybean clone JCVI-FLGm-25L4 unknown mRNA.	0.00	gb|BT053064.1|	Medicago truncatula clone MTYFL_FM_FN_FO1G-N-21 unknown mRNA.	0.00
CUFF.5006.1	9779.00	NODE_5956_length_258_cov_68.255814	0.00	324.00	1219.17	265.81	4.58	1.00	1.00	1160.41	1277.93	403.87	324.00	NODE_5956_length_258_cov_68.255814	324.00	dbj|AK286742.1|	Glycine max cDNA, clone: GMFL01-35-O12.	4.0e-20	dbj|AK243974.1|	Glycine max cDNA, clone: GMFL01-01-M04.	1.0e-17
CUFF.5008.1	9781.00	NODE_5969_length_72_cov_31.819445	0.00	138.00	596.27			1.00	1.00	533.30	659.23	197.55	138.00	NODE_5969_length_72_cov_31.819445	138.00	emb|AM697674.1|	Platynereis dumerilii mRNA for hypothetical protein (ORF1), isolate 2.	3.0e-34	emb|CU223764.1|	Populus EST from leave.	4.0e-30
CUFF.5010.1	9783.00	NODE_5972_length_539_cov_40.287571	0.00	605.00	949.41			1.00	1.00	911.46	987.35	314.48	605.00	NODE_5972_length_539_cov_40.287571	605.00	ref|XM_002271255.1|	PREDICTED: Vitis vinifera hypothetical protein LOC100251324 (LOC100251324), mRNA.	2.0e-05	gb|AC148818.15|	Medicago truncatula clone mth2-39c7, complete sequence.	2.0e-05
CUFF.5012.1	9785.00	NODE_5982_length_249_cov_19.650602	11.00	315.00	148.61			1.00	0.20	140.74	156.47	49.13	214.00	NODE_5982_length_249_cov_19.650602	315.00	gb|AC155099.1|	Medicago truncatula chromosome 7 BAC clone mth2-144f20, complete sequence.	1.0e-07	ref|XM_002012845.1|	Drosophila persimilis GL23835 (Dper\GL23835), mRNA.	8.0e-03
CUFF.5014.1	9785.00	NODE_5982_length_249_cov_19.650602	24.00	315.00	455.12			1.00	0.79	419.78	490.46	150.48	291.00	NODE_5982_length_249_cov_19.650602	315.00	gb|AC155099.1|	Medicago truncatula chromosome 7 BAC clone mth2-144f20, complete sequence.	1.0e-07	ref|XM_002012845.1|	Drosophila persimilis GL23835 (Dper\GL23835), mRNA.	8.0e-03
CUFF.5016.1	9787.00	NODE_5986_length_197_cov_23.050762	0.00	263.00	420.40			1.00	1.00	382.10	458.70	139.26	263.00	NODE_5986_length_197_cov_23.050762	263.00	emb|FP236864.6|	Zebrafish DNA sequence from clone CH73-353B21, complete sequence.	6.10	emb|FN545161.1|	Arsenophonus nasoniae whole genome shotgun assembly, contig scaffold00210.	6.10
CUFF.5018.1	9789.00	NODE_5987_length_393_cov_63.155216	0.00	459.00	1204.43	176.48	6.82	1.00	1.00	1155.36	1253.49	399.00	459.00	NODE_5987_length_393_cov_63.155216	459.00	emb|AJ299058.1|	Cicer arietinum partial mRNA for putative splicing factor (ORF1), clone CanRNP.	1.0e-126	dbj|AK243905.1|	Glycine max cDNA, clone: GMFL01-01-J06.	1.0e-125
CUFF.502.1	4099.00	NODE_13708_length_517_cov_66.415863	0.00	557.00	1150.25	513.03	2.24	1.00	1.00	1106.72	1193.78	381.05	557.00	NODE_13708_length_517_cov_66.415863	583.00	emb|Z73938.1|	L.japonicus mRNA for small GTP-binding protein, RAB5A.	1.0e-89	gb|BT095956.1|	Soybean clone JCVI-FLGm-20K5 unknown mRNA.	6.0e-79
CUFF.5020.1	9791.00	NODE_5988_length_237_cov_104.345993	0.00	303.00	2263.62	8.22	275.23	1.00	1.00	2180.83	2346.42	749.83	303.00	NODE_5988_length_237_cov_104.345993	303.00	gb|GQ998571.1|	Oxalis latifolia voucher FLAS:M.J. Moore 316 ribosomal protein S7 (rps7) gene, complete cds; chloroplast.	1.0e-164	gb|EF207448.1|	Kalanchoe daigremontiana inverted repeat B, partial sequence; chloroplast.	1.0e-164
CUFF.5022.1	9793.00	NODE_5990_length_170_cov_34.164707	0.00	236.00	589.02			1.00	1.00	541.17	636.88	195.08	236.00	NODE_5990_length_170_cov_34.164707	236.00	gb|DQ226511.1|	Morus indica chloroplast, complete genome.	7.0e-55	gb|FJ769082.1|	Liquidambar formosana isolate Lf3 tRNA-Val (trnV) and tRNA-Met (trnM) genes, partial sequence; chloroplast.	1.0e-53
CUFF.5024.1	9795.00	NODE_5991_length_414_cov_15.628019	0.00	480.00	330.70			1.00	1.00	305.56	355.84	109.56	480.00	NODE_5991_length_414_cov_15.628019	480.00	gb|AC104690.2|	Homo sapiens BAC clone RP11-183P23 from 4, complete sequence.	0.19	gb|AC107029.4|	Homo sapiens 3 BAC RP11-550H20 (Roswell Park Cancer Institute Human BAC Library) complete sequence.	0.74
CUFF.5026.1	9797.00	NODE_59_length_279_cov_104.827957	0.00	345.00	2353.75			1.00	1.00	2274.63	2432.87	779.69	345.00	NODE_59_length_279_cov_104.827957	345.00	dbj|AP010466.1|	Lotus japonicus genomic DNA, chromosome 4, clone: LjT22K06, TM0429a, complete sequence.	5.0e-38	dbj|AK246036.1|	Glycine max cDNA, clone: GMFL01-49-F21.	3.0e-27
CUFF.5028.1	9799.00	NODE_6025_length_396_cov_86.878784	0.00	462.00	1360.46	912.33	1.49	1.00	1.00	1308.48	1412.44	450.67	462.00	NODE_6025_length_396_cov_86.878784	462.00	dbj|AK245806.1|	Glycine max cDNA, clone: GMFL01-41-N23.	8.0e-84	gb|AC145222.18|	Medicago truncatula clone mth2-29a15, complete sequence.	2.0e-50
CUFF.5031.1	9803.00	NODE_6036_length_147_cov_67.700684	0.00	213.00	1295.57			1.00	1.00	1220.87	1370.28	429.19	213.00	NODE_6036_length_147_cov_67.700684	213.00	gb|EU002468.1|	Albizia julibrissin RNA polymerase beta'' subunit (rpoC2) gene, partial cds; chloroplast.	1.0e-106	gb|EU002536.1|	Quillaja saponaria RNA polymerase beta'' subunit (rpoC2) gene, partial cds; chloroplast.	2.0e-95
CUFF.5033.1	9805.00	NODE_6040_length_240_cov_56.704166	0.00	306.00	1085.48	2.95	367.11	1.00	1.00	1028.43	1142.53	359.60	306.00	NODE_6040_length_240_cov_56.704166	306.00	dbj|AK244273.1|	Glycine max cDNA, clone: GMFL01-02-J01.	4.0e-54	gb|BT093982.1|	Soybean clone JCVI-FLGm-18A23 unknown mRNA.	9.0e-52
CUFF.5035.1	9807.00	NODE_6080_length_285_cov_68.438599	0.00	351.00	1394.64	4.41	316.09	1.00	1.00	1334.26	1455.02	461.99	351.00	NODE_6080_length_285_cov_68.438599	351.00	gb|BT050596.1|	Medicago truncatula clone MTYF1_F2_F3_F41G-E-9 unknown mRNA.	1.0e-102	gb|BT053293.1|	Medicago truncatula clone MTYFP_FQ_FR_FS1G-G-17 unknown mRNA.	2.0e-93
CUFF.5037.1	9809.00	NODE_610_length_714_cov_99.303925	0.00	780.00	2324.20			1.00	1.00	2271.91	2376.49	769.95	780.00	NODE_610_length_714_cov_99.303925	780.00	ref|NM_121113.3|	Arabidopsis thaliana unknown protein (AT5G10750) mRNA, complete cds.	2.0e-18	gb|BT020482.1|	Arabidopsis thaliana At5g10750 gene, complete cds.	2.0e-18
CUFF.5039.1	9811.00	NODE_611_length_367_cov_50.926430	0.00	433.00	456.55	366.58	1.24	0.59	0.35	375.47	537.63	150.84	221.00	NODE_611_length_367_cov_50.926430	433.00	gb|BT090322.1|	Soybean clone JCVI-FLGm-4O5 unknown mRNA.	3.0e-43	dbj|AK285568.1|	Glycine max cDNA, clone: GMFL01-12-M11.	3.0e-43
CUFF.5039.2	9811.00	NODE_611_length_367_cov_50.926430	10.00	433.00	765.92	366.58	2.08	1.00	0.64	680.25	851.59	253.05	232.00	NODE_611_length_367_cov_50.926430	433.00	gb|BT090322.1|	Soybean clone JCVI-FLGm-4O5 unknown mRNA.	3.0e-43	dbj|AK285568.1|	Glycine max cDNA, clone: GMFL01-12-M11.	3.0e-43
CUFF.504.1	4107.00	NODE_1371_length_143_cov_22.405594	0.00	209.00	380.85			1.00	1.00	339.96	421.74	126.17	209.00	NODE_1371_length_143_cov_22.405594	209.00	ref|XM_002604214.1|	Branchiostoma floridae hypothetical protein, mRNA.	1.20	ref|XM_002589860.1|	Branchiostoma floridae hypothetical protein, mRNA.	1.20
CUFF.5041.1	9813.00	NODE_612_length_254_cov_36.566929	1.00	320.00	714.77			1.00	1.00	669.43	760.12	236.79	319.00	NODE_612_length_254_cov_36.566929	320.00	gb|BT028932.1|	Arabidopsis thaliana At2g37400 mRNA, complete cds.	1.0e-04	ref|NM_129295.1|	Arabidopsis thaliana chloroplast lumen common family protein (AT2G37400) mRNA, complete cds.	1.0e-04
CUFF.5043.1	9815.00	NODE_613_length_284_cov_113.271126	0.00	350.00	2249.34	20.10	111.88	1.00	1.00	2172.55	2326.13	745.11	350.00	NODE_613_length_284_cov_113.271126	350.00	dbj|AK244381.1|	Glycine max cDNA, clone: GMFL01-02-N18.	1.0e-112	dbj|AK286352.1|	Glycine max cDNA, clone: GMFL01-26-H21.	1.0e-112
CUFF.5045.1	9817.00	NODE_614_length_494_cov_64.668015	5.00	560.00	1447.02			1.00	1.00	1398.11	1495.93	479.37	555.00	NODE_614_length_494_cov_64.668015	560.00	dbj|AK325397.1|	Solanum lycopersicum cDNA, clone: LEFL1096AD02, HTC in leaf.	5.0e-33	dbj|AK246779.1|	Solanum lycopersicum cDNA, clone: FC23DH07, HTC in fruit.	5.0e-33
CUFF.5047.1	9819.00	NODE_6153_length_211_cov_47.279621	0.00	277.00	1274.49			1.00	1.00	1209.51	1339.46	420.92	277.00	NODE_6153_length_211_cov_47.279621	277.00	gb|AC214283.1|	Populus trichocarpa clone POP036-B20, complete sequence.	0.41	gb|AC027251.6|	Homo sapiens chromosome 8, clone RP11-14G5, complete sequence.	0.41
CUFF.5049.1	9821.00	NODE_6154_length_85_cov_48.588234	0.00	151.00	622.84	49.00	12.70	1.00	1.00	561.32	684.37	206.31	151.00	NODE_6154_length_85_cov_48.588234	151.00	dbj|AP004625.1|	Lotus japonicus genomic DNA, chromosome 5, clone: LjT14E05, TM0089b, complete sequence.	1.0e-12	ref|XM_002302409.1|	Populus trichocarpa predicted protein, mRNA.	2.0e-11
CUFF.5051.1	9823.00	NODE_6156_length_67_cov_34.492538	0.00	133.00	388.06			1.00	1.00	336.32	439.80	128.54	133.00	NODE_6156_length_67_cov_34.492538	133.00	gb|EU648653.1|	Pelargonium cotyledonis clone 10 Ger91 region genomic sequence.	5.0e-39	gb|EU648652.1|	Pelargonium cotyledonis clone 09 Ger91 region genomic sequence.	5.0e-39
CUFF.5053.1	9825.00	NODE_6158_length_134_cov_55.335819	0.00	200.00	960.00			1.00	1.00	893.63	1026.37	317.94	200.00	NODE_6158_length_134_cov_55.335819	200.00	ref|XM_002278616.1|	PREDICTED: Vitis vinifera hypothetical protein LOC100268063 (LOC100268063), mRNA.	1.0e-09	emb|AM474585.2|	Vitis vinifera contig VV78X272109.31, whole genome shotgun sequence.	1.0e-09
CUFF.5055.1	9827.00	NODE_6164_length_75_cov_207.839996	0.00	141.00	2659.96			1.00	1.00	2528.39	2791.52	880.94	141.00	NODE_6164_length_75_cov_207.839996	141.00	gb|AC232449.1|	Brassica rapa subsp. pekinensis clone KBrB008G18, complete sequence.	3.00	gb|AY997048.1|	Entophlyctis helioformis isolate AFTOL-ID 40 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.	3.00
CUFF.5057.1	9829.00	NODE_6177_length_429_cov_56.072262	0.00	495.00	1239.64			1.00	1.00	1191.70	1287.57	410.64	495.00	NODE_6177_length_429_cov_56.072262	495.00	ref|XM_002513626.1|	Ricinus communis conserved hypothetical protein, mRNA.	1.0e-08	ref|XM_002272363.1|	PREDICTED: Vitis vinifera hypothetical protein LOC100254343 (LOC100254343), mRNA.	8.0e-04
CUFF.5059.1	9831.00	NODE_6206_length_254_cov_43.043308	0.00	320.00	843.01			1.00	1.00	793.84	892.17	279.26	320.00	NODE_6206_length_254_cov_43.043308	320.00	gb|DQ923116.1|	Platanus occidentalis chloroplast, complete genome.	3.0e-76	gb|EU849487.1|	Trifolium subterraneum chloroplast, complete genome.	3.0e-73
CUFF.506.1	4109.00	NODE_13737_length_242_cov_27.442148	0.00	308.00	481.12	195.63	2.45	1.00	1.00	443.26	518.98	159.38	308.00	NODE_13737_length_242_cov_27.442148	308.00	gb|BT094077.1|	Soybean clone JCVI-FLGm-24J15 unknown mRNA.	2.0e-49	ref|XM_002521396.1|	Ricinus communis tRNA, putative, mRNA.	1.0e-47
CUFF.5061.1	9833.00	NODE_6215_length_279_cov_106.655914	13.00	345.00	1211.90	1392.11	0.87	1.00	1.00	1154.03	1269.78	401.47	332.00	NODE_6215_length_279_cov_106.655914	345.00	gb|EF635997.1|	Solanum tuberosum glutaredoxin (GRX3) mRNA, complete cds.	2.0e-16	dbj|AK246563.1|	Solanum lycopersicum cDNA, clone: FC15BC12, HTC in fruit.	2.0e-16
CUFF.5063.1	9835.00	NODE_6233_length_240_cov_26.954166	0.00	306.00	521.00			1.00	1.00	481.47	560.52	172.57	306.00	NODE_6233_length_240_cov_26.954166	306.00	emb|FP340422.1|	26P10_HaBAC_fin, Helicoverpa armigera BAC, pupae DNA.	0.46	gb|BT121216.1|	Lepeophtheirus salmonis Atlantic form clone lsaA-evv-502-055 Isocitrate dehydrogenase cytoplasmic putative mRNA, complete cds.	1.80
CUFF.5065.1	9837.00	NODE_6246_length_309_cov_48.058254	0.00	375.00	1024.00			1.00	1.00	973.94	1074.06	339.19	375.00	NODE_6246_length_309_cov_48.058254	375.00	dbj|AK285772.1|	Glycine max cDNA, clone: GMFL01-16-A11.	2.0e-59	ref|XM_002513621.1|	Ricinus communis fibrillarin, putative, mRNA.	1.0e-32
CUFF.5067.1	9839.00	NODE_6271_length_655_cov_27.407633	0.00	281.00	793.48	407.15	1.94	1.00	1.00	742.57	844.38	262.86	281.00	NODE_6271_length_655_cov_27.407633	721.00	gb|BT098676.1|	Soybean clone JCVI-FLGm-12H2 unknown mRNA.	0.00	dbj|AK285174.1|	Glycine max cDNA, clone: GMFL01-03-I22.	0.00
CUFF.5069.1	9841.00	NODE_6272_length_444_cov_30.457207	0.00	412.00	973.79	209.60	4.64	1.00	1.00	927.22	1020.37	322.56	412.00	NODE_6272_length_444_cov_30.457207	510.00	dbj|AP010315.1|	Lotus japonicus genomic DNA, chromosome 4, clone: LjT63K02, TM2002, complete sequence.	3.0e-22	emb|Y08678.1|	Medicago sativa mRNA for G protein beta subunit-like protein (gbl gene).	6.0e-20
CUFF.5071.1	9843.00	NODE_6273_length_247_cov_29.676113	0.00	313.00	581.17			1.00	1.00	539.89	622.44	192.54	313.00	NODE_6273_length_247_cov_29.676113	313.00	dbj|AK286439.1|	Glycine max cDNA, clone: GMFL01-28-H17.	3.0e-14	gb|BT094138.1|	Soybean clone JCVI-FLGm-18A12 unknown mRNA.	9.0e-12
CUFF.5073.1	9845.00	NODE_6277_length_385_cov_27.602598	0.00	312.00	463.19	363.96	1.27	1.00	1.00	426.28	500.10	153.40	312.00	NODE_6277_length_385_cov_27.602598	451.00	dbj|AK286469.1|	Glycine max cDNA, clone: GMFL01-29-D11.	1.0e-114	dbj|AK286234.1|	Glycine max cDNA, clone: GMFL01-24-H21.	1.0e-108
CUFF.5076.1	9849.00	NODE_6279_length_176_cov_108.181816	0.00	242.00	1986.79	4.09	485.48	1.00	1.00	1900.00	2073.58	658.16	242.00	NODE_6279_length_176_cov_108.181816	242.00	ref|XM_002317268.1|	Populus trichocarpa predicted protein, mRNA.	9.0e-42	ref|XM_002519696.1|	Ricinus communis conserved hypothetical protein, mRNA.	8.0e-30
CUFF.5078.1	9851.00	NODE_6289_length_134_cov_21.231344	0.00	200.00	384.23			1.00	1.00	342.24	426.21	127.22	200.00	NODE_6289_length_134_cov_21.231344	200.00	gb|AC117192.3|	Mus musculus BAC clone RP23-77A18 from 2, complete sequence.	0.01	emb|AL928659.16|	Mouse DNA sequence from clone RP23-271B13 on chromosome 2 Contains a pseudogene and a novel gene (A830093M07), complete sequence.	0.01
